Datum ;Zeit ;AT [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Status;PE1 FehlerStatus;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 Analog1[mV];PE1 Analog2[mV];PE1 DigIn1;PE1 DigIn2;PE1 Kask BR;PE1 Kask BR;PE1 Kask BR;PE1 Kask BR;Fehler1 ;Fehler2 ;Fehler3 ;
26.11.2015;01:14:03;-20,0;0;0,0;8,0;17,4;8,0;1;28,6;28,6;25,0;0;52,3;8,0;0;54,7;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,2;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:15:03;-20,0;0;0,0;8,0;17,4;8,0;1;28,6;28,6;25,0;0;52,2;8,0;0;54,7;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,2;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:16:03;-20,0;0;0,0;8,0;17,4;8,0;0;28,6;28,6;25,0;0;52,2;8,0;0;54,7;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,2;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:17:03;-20,0;0;0,0;8,0;17,4;8,0;0;28,6;28,6;25,0;0;52,2;8,0;0;54,7;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,2;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:18:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,6;28,6;25,0;0;52,1;8,0;0;54,6;8,0;0,00;0,00;0;0;53,5;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:19:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,6;28,6;25,0;0;52,1;8,0;0;54,6;8,0;0,00;0,00;0;0;53,4;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:20:03;-20,0;0;0,0;8,0;17,4;8,0;0;28,6;28,6;25,0;0;52,1;8,0;0;54,5;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,2;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:21:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,6;28,6;25,0;0;52,0;8,0;0;54,5;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,6;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:22:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;52,0;8,0;0;54,5;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:23:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;52,0;8,0;0;54,5;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:24:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,9;8,0;0;54,4;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:25:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,9;8,0;0;54,4;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:26:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,8;8,0;0;54,4;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:27:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,8;8,0;0;54,3;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:28:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,8;8,0;0;54,3;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:29:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,8;8,0;0;54,2;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:30:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,8;8,0;0;54,2;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:31:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,7;8,0;0;54,2;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:32:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,6;8,0;0;54,1;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:33:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,6;8,0;0;54,4;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:34:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,6;8,0;0;54,1;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:35:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,6;8,0;0;54,0;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:36:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,5;28,5;25,0;0;51,5;8,0;0;54,0;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,5;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:37:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,5;8,0;0;54,0;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:38:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,5;8,0;0;54,0;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:39:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,5;8,0;0;53,9;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:40:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,5;8,0;0;53,9;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:41:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,4;8,0;0;53,9;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:42:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,3;8,0;0;53,8;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:43:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,3;8,0;0;53,8;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:44:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,3;8,0;0;53,7;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:45:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,2;8,0;0;53,7;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:46:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,2;8,0;0;53,7;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:47:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,2;8,0;0;53,7;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:48:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,2;8,0;0;53,6;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:49:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,1;8,0;0;53,5;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:50:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,1;8,0;0;53,5;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:51:03;-20,0;0;0,0;8,0;17,2;8,0;0;28,4;28,4;25,0;0;51,1;8,0;0;53,5;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,1;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:52:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,4;28,4;25,0;0;51,0;8,0;0;53,5;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:53:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;51,0;8,0;0;53,4;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:54:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,4;28,4;25,0;0;51,0;8,0;0;53,4;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:55:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,4;28,4;25,0;0;50,9;8,0;0;53,4;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:56:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,4;28,4;25,0;0;50,9;8,0;0;53,3;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,4;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:57:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,9;8,0;0;53,2;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:58:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,8;8,0;0;53,2;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;01:59:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,8;8,0;0;53,1;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:00:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,8;8,0;0;53,1;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:01:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,8;8,0;0;53,1;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:02:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,7;8,0;0;53,1;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:03:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,7;8,0;0;53,0;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:04:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,7;8,0;0;53,0;8,0;0,00;0,00;0;0;53,4;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:05:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,6;8,0;0;53,0;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:06:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,6;8,0;0;52,9;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:07:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,3;28,3;25,0;0;50,6;8,0;0;52,9;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:08:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,3;28,3;25,0;0;50,5;8,0;0;52,8;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:09:03;-20,0;0;0,0;8,0;16,9;8,0;0;28,3;28,3;25,0;0;50,5;8,0;0;52,8;8,0;0,00;0,00;0;0;53,3;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;55,0;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:10:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,3;28,3;25,0;0;50,5;8,0;0;52,7;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,3;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:11:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,4;8,0;0;52,7;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:12:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,4;8,0;0;52,7;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:13:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,4;8,0;0;52,6;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:14:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,4;8,0;0;52,6;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:15:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,3;8,0;0;52,6;8,0;0,00;0,00;0;0;53,2;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:16:03;-20,0;0;0,0;8,0;16,7;8,0;1;28,2;28,2;25,0;0;50,3;8,0;0;52,6;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:17:03;-20,0;0;0,0;8,0;16,7;8,0;1;28,2;28,2;25,0;0;50,3;8,0;0;52,5;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:18:03;-20,0;0;0,0;8,0;16,7;8,0;1;28,2;28,2;25,0;0;50,2;8,0;0;52,5;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:19:03;-20,0;0;0,0;8,0;16,7;8,0;1;28,2;28,2;25,0;0;50,2;8,0;0;52,4;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:20:03;-20,0;0;0,0;8,0;16,7;8,0;1;28,2;28,2;25,0;0;50,2;8,0;0;52,4;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:21:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,1;8,0;0;52,4;8,0;0,00;0,00;0;0;52,8;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:22:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,1;8,0;0;52,3;8,0;0,00;0,00;0;0;52,8;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:23:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,1;8,0;0;52,2;8,0;0,00;0,00;0;0;52,8;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:24:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,0;8,0;0;52,2;8,0;0,00;0,00;0;0;52,7;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:25:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,0;8,0;0;52,1;8,0;0,00;0,00;0;0;52,8;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:26:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,0;8,0;0;52,1;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:27:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;50,0;8,0;0;52,1;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:28:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;49,9;8,0;0;52,1;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:29:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,1;28,1;25,0;0;49,9;8,0;0;52,0;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,1;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:30:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,2;28,2;25,0;0;49,8;8,0;0;52,0;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,2;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:31:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,1;28,1;25,0;0;49,8;8,0;0;51,9;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,1;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:32:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,1;28,1;25,0;0;49,8;8,0;0;51,9;8,0;0,00;0,00;0;0;53,1;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,1;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:33:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,1;28,1;25,0;0;49,7;8,0;0;51,9;8,0;0,00;0,00;0;0;53,0;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,1;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:34:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,1;28,1;25,0;0;49,7;8,0;0;51,9;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,1;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:35:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,1;28,1;25,0;0;49,7;8,0;0;51,8;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,1;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
26.11.2015;02:36:03;-20,0;0;0,0;8,0;16,7;8,0;0;28,1;28,1;25,0;0;49,6;8,0;0;51,8;8,0;0,00;0,00;0;0;52,9;80,0;99;99;0;0;0;0;0;0;0;0;0;0;0;54,9;28,1;0;0;0;175;3276,6;3276,6;0;0;0;0;0;0;0;0;0;
