Datum ;Zeit ;AT [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
11.01.2016;00:02:05;-20,0;0;0,0;8,0;20,2;8,0;1;0;32,4;32,4;25,0;0;48,2;8,0;60,0;0;71,9;8,0;0,00;0,00;0;0;53,4;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,4;32,4;0;1;0;153;0;0;0;0;0;
11.01.2016;00:03:05;-20,0;0;0,0;8,0;20,3;8,0;1;0;32,5;32,5;25,0;0;47,8;8,0;60,0;0;70,4;8,0;0,00;0,00;0;0;53,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;32,5;0;1;0;153;0;0;0;0;0;
11.01.2016;00:04:05;-20,0;0;0,0;8,0;20,3;8,0;1;0;32,7;32,7;25,0;0;47,5;8,0;60,0;0;69,2;8,0;0,00;0,00;0;0;52,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;32,7;0;1;0;153;0;0;0;0;0;
11.01.2016;00:05:05;-20,0;0;0,0;8,0;20,4;8,0;0;0;32,7;32,7;25,0;0;47,5;8,0;60,0;0;68,3;8,0;0,00;0,00;0;0;53,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;32,7;0;1;0;153;0;0;0;0;0;
11.01.2016;00:06:05;-20,0;0;0,0;8,0;20,5;8,0;0;0;32,8;32,8;25,0;0;47,5;8,0;60,0;0;67,5;8,0;0,00;0,00;0;0;53,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;32,8;0;1;0;153;0;0;0;0;0;
11.01.2016;00:07:05;-20,0;0;0,0;8,0;20,5;8,0;0;0;32,9;32,9;25,0;0;47,5;8,0;60,0;0;66,7;8,0;0,00;0,00;0;0;53,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;32,9;0;1;0;153;0;0;0;0;0;
11.01.2016;00:08:05;-20,0;0;0,0;8,0;20,5;8,0;0;0;32,9;32,9;25,0;0;47,5;8,0;60,0;0;65,9;8,0;0,00;0,00;0;0;53,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;32,9;0;1;0;153;0;0;0;0;0;
11.01.2016;00:09:05;-20,0;0;0,0;8,0;20,5;8,0;0;0;33,0;33,0;25,0;0;47,5;8,0;60,0;0;65,2;8,0;0,00;0,00;0;0;52,9;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;33,0;0;1;0;153;0;0;0;0;0;
11.01.2016;00:10:05;-20,0;0;0,0;8,0;20,5;8,0;0;0;33,0;33,0;25,0;0;47,6;8,0;60,0;0;64,6;8,0;0,00;0,00;0;0;52,9;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;33,0;0;1;0;153;0;0;0;0;0;
11.01.2016;00:11:05;-20,0;0;0,0;8,0;20,5;8,0;0;0;33,1;33,1;25,0;0;47,6;8,0;60,0;0;64,0;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,4;33,1;0;1;0;153;0;0;0;0;0;
